Radius_kpc	Emissivity
1.002000344606856	1.2621200000000001e-26
1.0120175933905284	9.8815e-27
1.0404295054210873	5.9988e-27
1.082047593056132	2.8234e-27
1.114066492435842	1.9275900000000002e-27
1.13280143750812	1.7183199999999998e-27
1.1510470249076918	1.5925300000000001e-27
1.174766288527135	1.47197e-27
1.2055990626869089	1.3669e-27
1.2392091846977364	1.28302e-27
1.2692738941659116	1.233e-27
1.3012085332840964	1.2030100000000001e-27
1.3427229159818788	1.17254e-27
1.3852257363629417	1.14467e-27
1.419623367741104	1.1293099999999999e-27
1.454957584333916	1.11797e-27
1.4927872009796	1.10351e-27
1.5254510154379097	1.0928699999999999e-27
1.559501883432102	1.08337e-27
1.6037709285259119	1.06914e-27
1.6484450710309024	1.05175e-27
1.684077439318343	1.03877e-27
1.7208213949020634	1.02537e-27
1.7685872408491838	1.00554e-27
1.8180156065717892	9.8204e-28
1.8595623970624662	9.6246e-28
1.9035332904616473	9.4121e-28
1.960694155568867	9.1164e-28
2.018791605890736	8.7801e-28
2.0668847705460904	8.5074e-28
2.118179825139416	8.176399999999999e-28
2.175434672846029	7.826299999999999e-28
2.231924696640334	7.4958e-28
2.2883110154973765	7.200400000000001e-28
2.3435760247202713	6.8321e-28
2.397667871840387	6.5631e-28
2.459744999129694	6.1708e-28
2.529480087879958	5.7881e-28
2.5954267056408615	5.4946e-28
2.657837633196981	5.2126e-28
2.7199471682791825	4.9535e-28
2.791250794205537	4.6741e-28
2.8709512792708427	4.3894e-28
2.945518369941668	4.1612e-28
3.0152664218090894	3.9635000000000002e-28
3.0948016271306327	3.7745e-28
3.181832754948662	3.5621000000000003e-28
3.260548043109976	3.4595e-28
3.333400761536685	3.3596e-28
3.4167211970683	3.2564e-28
3.507463017172742	3.1815e-28
3.5886121305804286	3.1451e-28
3.6624370827939714	3.1229e-28
3.74608159625453	3.0889e-28
3.8313789071527062	3.0987e-28
3.90047232160366	3.1176000000000004e-28
3.957672076062353	3.1487000000000003e-28
4.017658900709968	3.1224e-28
4.08192355401965	3.1054e-28
4.141035368259115	3.0905e-28
4.192920244683119	3.061e-28
4.246004209444218	2.9769000000000004e-28
4.301421535293717	2.9467100000000003e-28
4.350811011664849	2.81898e-28
4.405871851792509	2.6519899999999997e-28
4.465210520582235	2.45472e-28
4.5179055918286	2.25132e-28
4.574230335879143	1.9920300000000001e-28
4.635675511207009	1.7113400000000002e-28
4.691287283813874	1.45966e-28
4.734454463949273	1.27895e-28
4.773991971280494	1.11165e-28
4.825358323018188	9.1856e-29
4.89218319196653	7.0636e-29
4.963447928541411	5.335400000000001e-29
5.02761535847241	4.1123999999999996e-29
5.093208731290764	3.1525e-29
5.168200364048507	2.3440099999999998e-29
5.250256895657238	1.71872e-29
5.33545698317673	1.26847e-29
5.424837675979606	9.409e-30
5.522644394935036	6.9659e-30
5.632539220640095	5.1467e-30
5.758151825898959	3.7986e-30
5.889176532571194	2.9027000000000002e-30
6.015858594995574	2.3665499999999998e-30
6.160624205855055	1.91343e-30
6.31352417273104	1.58362e-30
6.429835741429199	1.45772e-30
6.512508021102923	1.36688e-30
6.598809973580827	1.2964599999999998e-30
6.7109733447884965	1.2274e-30
6.826247864114033	1.20636e-30
6.916471159532164	1.1938700000000001e-30
6.988999800029929	1.20217e-30
7.067653513384744	1.21648e-30
7.155284185371318	1.23704e-30
7.233095296110878	1.27949e-30
7.297003463698721	1.32677e-30
7.355564345458981	1.34428e-30
7.4228429235078455	1.4113300000000001e-30
7.494172475668516	1.4769999999999998e-30
7.55253891067141	1.5468200000000001e-30
7.599627433747036	1.5978000000000002e-30
7.650215998455263	1.64097e-30
7.706443519127123	1.69837e-30
7.756351520184565	1.759e-30
7.79773627171077	1.79464e-30
7.841810870047213	1.82019e-30
7.890001258081251	1.86125e-30
7.931742495329295	1.89254e-30
7.966289202554771	1.92132e-30
8.00333130983312	1.92689e-30
8.044521614601958	1.8921e-30
8.081207236158468	1.88226e-30
8.112124270579768	1.85397e-30
8.14530985050368	1.80726e-30
8.182189918817555	1.77316e-30
8.215181051984098	1.69954e-30
8.243246200630686	1.6342e-30
8.273644710365675	1.55575e-30
8.307932155247997	1.4702899999999998e-30
8.339432529941396	1.34994e-30
8.365034686328006	1.2695199999999999e-30
8.387363655632278	1.1915e-30
8.412868588640205	1.08825e-30
8.445989352978327	9.577e-31
8.478429553665665	8.2193e-31
8.500888154141514	7.2238e-31
8.51770779865373	6.5226e-31
8.536245056189351	5.8005e-31
8.560324046309923	4.8318e-31
8.583949327329972	3.8748000000000003e-31
8.60041248612035	3.2661e-31
8.6123709616984	2.85498e-31
8.625172039891705	2.45312e-31
8.64176482985366	2.00435e-31
8.658843736709033	1.57287e-31
8.671839261659704	1.2879e-31
8.681885677456982	1.09067e-31
8.692774695869515	9.0171e-32
8.706904493571491	7.0243e-32
8.718992600321121	5.4802e-32
8.72511767317817	4.825e-32
8.729265870668659	4.4221e-32
8.73415944739572	3.9551e-32
8.740478967010135	3.4259e-32
8.747770720411385	2.88694e-32
8.754673580297903	2.46463e-32
8.760895876533636	2.09837e-32
8.766858910426212	1.8122300000000001e-32
8.77311361445484	1.53674e-32
8.779724804205307	1.28257e-32
8.786303586162878	1.0721999999999999e-32
8.79265551357019	8.9761e-33
8.799039848770395	7.4872e-33
8.805715854106651	6.1073e-33
8.812553898407378	4.9786e-33
8.819424350501	4.0444e-33
8.826359618180412	3.258e-33
8.833489332617189	2.59602e-33
8.840392192503705	2.06849e-33
8.845545031573922	1.75028e-33
8.848785810863365	1.56087e-33
8.851929366774128	1.39711e-33
8.856012748678827	1.2087000000000001e-33
8.860679470855628	1.02937e-33
8.8649248917248	8.879700000000001e-34
8.86836011777161	7.9729e-34
8.871762936025528	6.9847999999999995e-34
8.875749094551542	6.0538e-34
8.879929699834927	5.2284e-34
8.883689003810682	4.6049e-34
8.886994598685916	4.0621e-34
8.890429824732726	3.5921e-34
8.89425394429427	3.1161e-34
8.898142879441604	2.74026e-34
8.901642921074204	2.44237e-34
8.90498092374233	2.1858100000000002e-34
8.908513373167827	1.95852e-34
8.912337492729371	1.73879e-34
8.916064388912233	1.56514e-34
8.919402391580359	1.43026e-34
8.922675578662698	1.31607e-34
8.926305251466875	1.21023e-34
8.93012937102842	1.12347e-34
8.933694228246809	1.05812e-34
8.936967415329146	1.01079e-34
8.94033782579017	9.6994e-35
8.943967498594347	9.3624e-35
8.947661986984315	9.114299999999999e-35
8.95106480523823	8.9417e-35
8.95427317673478	8.8437e-35
8.957675994988696	8.7576e-35
8.961305667792875	8.7008e-35
8.964870525011264	8.6801e-35
8.96820852767939	8.68e-35
8.97148171476173	8.6956e-35
8.975078979773013	8.7217e-35
8.978805875955874	8.7561e-35
8.982403140967158	8.8037e-35
8.985870774806862	8.859100000000001e-35
8.989403224232356	8.9191e-35
8.993032897036535	8.983900000000001e-35
8.996694977633606	9.054399999999999e-35
9.00035705823068	9.1297e-35
9.003954323241961	9.2084e-35
9.007551588253246	9.2894e-35
9.01114885326453	9.372100000000001e-35
9.014810933861602	9.4564e-35
9.018505422251568	9.5422e-35
9.022297134020217	9.629299999999999e-35
9.02618606916755	9.7174e-35
9.030172227693567	9.8067e-35
9.034255609598269	9.8993e-35
9.038371399295862	9.9945e-35
9.042649227957929	1.00809e-34
9.047315950134728	1.0170399999999998e-34
9.052241934654683	1.02589e-34
9.057200326967534	1.03531e-34
9.061672602386967	1.0435400000000001e-34
9.065788392084562	1.0513199999999999e-34
9.070260667503995	1.05703e-34
9.075089428645265	1.06404e-34
9.07949688847891	1.07042e-34
9.084325649620183	1.07392e-34
9.089543304276187	1.0795400000000001e-34
9.095247075825611	1.08471e-34
9.102668460398437	1.08927e-34
9.110673185243366	1.09353e-34
9.11945569711776	1.0954000000000001e-34
9.130863240216604	1.09808e-34
9.143178201516493	1.10123e-34
9.15665984336058	1.10163e-34
9.171243350163081	1.10276e-34
9.187220392060041	1.10315e-34
9.204461337879886	1.10251e-34
9.223355081137345	1.10152e-34
9.243739582867951	1.09927e-34
9.266100959965117	1.09621e-34
9.290212357878584	1.09207e-34
9.312184841461017	1.08862e-34
9.336231423788693	1.08469e-34
9.362222473690037	1.0811899999999999e-34
9.385847754710086	1.07746e-34
9.411741581232748	1.07369e-34
9.439709506500652	1.06999e-34
9.465149623922791	1.06622e-34
9.488321195842317	1.0624900000000001e-34
9.513664089885772	1.05913e-34
9.541081082674472	1.05651e-34
9.566002675410298	1.05357e-34
9.58868813043641	1.0503000000000001e-34
9.613544907586448	1.04795e-34
9.640378560103047	1.04641e-34
9.664781628152564	1.04363e-34
9.691550465083374	1.04045e-34
9.720425808552323	1.03798e-34
9.746740936382611	1.03511e-34
9.770657887538711	1.03137e-34
9.796875791990315	1.02857e-34
9.825167795187165	1.02619e-34
9.850931990538248	1.02267e-34
9.879126770356413	1.01888e-34
9.90959009567719	1.01528e-34
9.937331166394834	1.0113e-34
9.96254442926671	1.0072000000000001e-34
9.990188276605672	9.9947e-35
10.020035853861454	9.9118e-35
10.052735316891948	9.8034e-35
10.088059811146891	9.6964e-35
10.120175933905285	9.5995e-35
10.155403204781546	9.4817e-35
10.193417545846728	9.3689e-35
10.227996660865099	9.268999999999999e-35
10.265881370758704	9.148899999999999e-35
10.306812413184387	9.0304e-35
10.344048967220102	8.9235e-35
10.384850378474207	8.7983e-35
10.428892569017757	8.671e-35
10.468981008828182	8.561e-35
10.505472183627326	8.4563e-35
10.545430992266175	8.3386e-35
10.588598172401575	8.2205e-35
10.627844009596746	8.114599999999999e-35
10.670881558560566	7.9908e-35
10.717354333571198	7.866400000000001e-35
10.759614095505553	7.7579e-35
10.805957239344608	7.630799999999999e-35
10.855962463780735	7.501800000000001e-35
10.901463005004533	7.388999999999999e-35
10.95133859826908	7.2585e-35
11.005167942266752	7.1243e-35
11.054168525123151	7.0086e-35
11.107868237949244	6.8758e-35
11.16581337164451	6.7378e-35
11.21854085068377	6.6192e-35
11.26653679196044	6.5165e-35
11.319134639828123	6.3901e-35
11.375913092979188	6.2637e-35
11.427603522645827	6.152000000000001e-35
11.48421993683242	6.0302e-35
11.545341034231338	5.9005e-35
11.600952806838205	5.7879e-35
11.661911865272652	5.6651e-35
11.727699684848375	5.5336e-35
11.787589286117305	5.420800000000001e-35
11.842066785972865	5.3231e-35
11.901794348277324	5.2079e-35
11.966253448344373	5.089500000000001e-35
12.036870029061365	4.9666e-35
